name,id,nametype,recclass,mass,fall,year,reclat,reclong,city,zipcode,state
Comanche (iron),5414,Valid,"Iron, IAB-sLL",19700.0,Found,1940.0,32.01667,-98.7,brownwood,76474,TX
Comanche (stone),5415,Valid,L5,2400.0,Found,1956.0,31.991670000000003,-98.65167,brownwood,76442,TX
Conception Junction,53877,Valid,"Pallasite, PMG-an",17000.0,Found,2006.0,40.266667,-94.68333299999999,maryville,64432,MO
Concho,5417,Valid,L6,93500.0,Found,1939.0,32.0,-101.5,big spring,79739,TX
Cookeville,5431,Valid,"Iron, IAB-ung",2300.0,Found,1913.0,36.16667,-85.51666999999999,cookeville,38501,TN
Coolidge,5434,Valid,C4-ung,4500.0,Found,1937.0,38.03333,-101.98333000000001,lamar,67878,KS
Cope,5440,Valid,H5,12000.0,Found,1934.0,39.66667,-102.83333,sterling,80822,CO
Cope (b),5441,Valid,H5,817.0,Found,1967.0,39.68333,-102.845,sterling,80822,CO
Cordes,44707,Valid,H4,54.5,Found,1998.0,34.303329999999995,-112.16617,prescott valley,86333,AZ
Corn,54859,Valid,H5,5176.0,Found,1994.0,35.405,-98.74889,weatherford,73024,OK
Correo,5447,Valid,H4,1400.0,Found,1979.0,34.95,-107.16667,los lunas,87026,NM
Cortez,5449,Valid,H6,715.6,Found,1940.0,37.35,-108.68333,cortez,81321,CO
Cotesfield,5454,Valid,L6,1160.0,Found,1928.0,41.36667,-98.63333,grand island,68835,NE
Cotopaxi,30451,Valid,"Iron, IAB-ung",243.0,Found,2000.0,38.46483,-105.7015,canon city,81223,CO
Cottonwood,5455,Valid,H5,800.0,Found,1955.0,34.83333,-112.01666999999999,cottonwood,86324,AZ
Coyote Dry Lake 001,30452,Valid,H5,338.0,Found,1995.0,35.05017,-116.76683,barstow,92327,CA
Coyote Dry Lake 002,30453,Valid,H5-6,106.7,Found,1998.0,35.04753,-116.73092,barstow,92327,CA
Coyote Dry Lake 003,30454,Valid,H5,255.72,Found,1998.0,35.08808,-116.75398,barstow,92310,CA
Coyote Dry Lake 024,30455,Valid,H5,2430.0,Found,1999.0,35.0715,-116.77205,barstow,92311,CA
Coyote Dry Lake 033,30456,Valid,H5,5220.0,Found,1999.0,35.05605,-116.7763,barstow,92311,CA
Coyote Dry Lake 040,30457,Valid,H4,344.0,Found,1999.0,35.09373,-116.76343,barstow,92310,CA
Coyote Dry Lake 054,30458,Valid,H5,392.8,Found,1999.0,35.07667,-116.74667,barstow,92310,CA
Coyote Dry Lake 061,30459,Valid,H5,2134.0,Found,1999.0,35.05242,-116.7667,barstow,92327,CA
Coyote Dry Lake 063,30460,Valid,H4,67.61,Found,1999.0,35.05878,-116.773,barstow,92311,CA
Coyote Dry Lake 064,30461,Valid,H5,1364.31,Found,1999.0,35.058170000000004,-116.7743,barstow,92311,CA
Coyote Dry Lake 067,30462,Valid,L6,412.05,Found,1999.0,35.03815,-116.7531,barstow,92327,CA
Coyote Dry Lake 080,30463,Valid,H5,278.1,Found,1999.0,35.074020000000004,-116.76116999999999,barstow,92310,CA
Coyote Dry Lake 105,30464,Valid,H5,61.5,Found,1999.0,35.05073,-116.76698,barstow,92327,CA
Coyote Dry Lake 110,30465,Valid,H4,68.02,Found,1999.0,35.04625,-116.73546999999999,barstow,92327,CA
Coyote Dry Lake 115,30466,Valid,H5-6,1369.0,Found,1999.0,35.05865,-116.76872,barstow,92311,CA
Coyote Dry Lake 116,30467,Valid,H6,4.4,Found,1999.0,35.05847,-116.769,barstow,92311,CA
Coyote Dry Lake 117,30468,Valid,H3,162.0,Found,1999.0,35.0501,-116.74443000000001,barstow,92327,CA
Coyote Dry Lake 119,30469,Valid,H5,3.2,Found,1999.0,35.03815,-116.7531,barstow,92327,CA
Coyote Dry Lake 120,30470,Valid,H5,18.5,Found,1999.0,35.05893,-116.76872,barstow,92311,CA
Coyote Dry Lake 121,30471,Valid,H4,14.2,Found,1999.0,35.059470000000005,-116.7685,barstow,92311,CA
Coyote Dry Lake 129,30472,Valid,H5,140.0,Found,2000.0,35.06917,-116.7502,barstow,92310,CA
Coyote Dry Lake 130,30473,Valid,H4,6.1,Found,2000.0,35.06785,-116.7494,barstow,92310,CA
Coyote Dry Lake 132,30474,Valid,H4,17.4,Found,2000.0,35.07028,-116.74847,barstow,92310,CA
Coyote Dry Lake 134,30475,Valid,H5,117.5,Found,2000.0,35.0925,-116.76083,barstow,92310,CA
Coyote Dry Lake 138,30476,Valid,H5,18.3,Found,2000.0,35.05283,-116.76645,barstow,92327,CA
Coyote Dry Lake 139,30477,Valid,H4,10.4,Found,2000.0,35.05283,-116.76538000000001,barstow,92327,CA
Coyote Dry Lake 142,30478,Valid,H4,32.22,Found,2000.0,35.06725,-116.74853,barstow,92310,CA
Coyote Dry Lake 151,30479,Valid,H6,90.04,Found,2001.0,35.056020000000004,-116.72368,barstow,92327,CA
Coyote Dry Lake 152,30480,Valid,H5,10.84,Found,2001.0,35.05607,-116.72365,barstow,92327,CA
Coyote Dry Lake 153,30481,Valid,H5,13.87,Found,2001.0,35.07362,-116.76371999999999,barstow,92310,CA
Coyote Dry Lake 155,30482,Valid,H4,17.02,Found,2001.0,35.06847,-116.76905,barstow,92311,CA
Coyote Dry Lake 159,30483,Valid,H5,17.7,Found,2001.0,35.05865,-116.76872,barstow,92311,CA
Coyote Dry Lake 160,30484,Valid,H5,76.88,Found,2002.0,35.06152,-116.76295,barstow,92327,CA
Coyote Dry Lake 162,30485,Valid,H5,9.87,Found,2002.0,35.07802,-116.76777,barstow,92310,CA
Coyote Dry Lake 163,30486,Valid,H5,16.66,Found,2002.0,35.07,-116.77,barstow,92311,CA
Coyote Dry Lake 164,30487,Valid,H5,43.0,Found,2002.0,35.05835,-116.77403000000001,barstow,92311,CA
Coyote Dry Lake 165,30488,Valid,L6,42.57,Found,2002.0,35.06888,-116.76196999999999,barstow,92310,CA
Coyote Dry Lake 175,30489,Valid,H6,36.35,Found,2002.0,35.05475,-116.75431999999999,barstow,92327,CA
Coyote Dry Lake 176,30490,Valid,H6,187.55,Found,2003.0,35.054520000000004,-116.73005,barstow,92327,CA
Coyote Dry Lake 194,30491,Valid,L6,1.47,Found,2004.0,35.08838,-116.75283,barstow,92310,CA
Coyote Dry Lake 221,30492,Valid,H4,54.31,Found,2003.0,35.05717,-116.7205,barstow,92310,CA
Coyote Dry Lake 222,30493,Valid,L5,22.5,Found,2004.0,35.040079999999996,-116.75553000000001,barstow,92327,CA
Coyote Dry Lake 223,30494,Valid,L6,512.0,Found,2004.0,35.03842,-116.75818000000001,barstow,92327,CA
Coyote Dry Lake 230,30495,Valid,H6,16.36,Found,2004.0,35.08958,-116.75007,barstow,92310,CA
Coyote Dry Lake 235,30496,Valid,LL6,81.4,Found,2004.0,35.05628,-116.73376999999999,barstow,92327,CA
Coyote Dry Lake 249,30497,Valid,H4,71.8,Found,2004.0,35.087579999999996,-116.74603,barstow,92310,CA
Coyote Dry Lake 274,45960,Valid,H4,7.5,Found,2006.0,35.059020000000004,-116.76892,barstow,92311,CA
Coyote Dry Lake 275,45961,Valid,H4,16.2,Found,2006.0,35.05122,-116.76742,barstow,92327,CA
Coyote Dry Lake 276,45962,Valid,H6,47.2,Found,2006.0,35.07118,-116.77162,barstow,92311,CA
Coyote Dry Lake 277,45963,Valid,H5,21.3,Found,2006.0,35.0742,-116.7637,barstow,92310,CA
Coyote Dry Lake 318,52804,Valid,H5,7.2,Found,2009.0,35.0751,-116.75038,barstow,92310,CA
Coyote Mountains,5459,Valid,H5,23.04,Found,1998.0,31.91667,-111.5,green valley,85735,AZ
Cranfills Gap,5464,Valid,H6,6000.0,Found,1940.0,31.75,-97.75,gatesville,76637,TX
Cricket Mountains,5472,Valid,H6,10.6,Found,1985.0,38.903059999999996,-112.82111,cedar city,84631,UT
Crow Peak,44709,Valid,"Iron, IIAB",6320.0,Found,1958.0,44.47733,-103.972,spearfish,57783,SD
Cuddeback Dry Lake 001,5480,Valid,L6,32.5,Found,1999.0,35.29575,-117.4668,ridgecrest,93516,CA
Cuddeback Dry Lake 002,5481,Valid,L6,95.0,Found,2000.0,35.2755,-117.47833,ridgecrest,93516,CA
Cuddeback Dry Lake 003,5482,Valid,L6,7.5,Found,2000.0,35.29183,-117.47067,ridgecrest,93516,CA
Cuddeback Dry Lake 004,5483,Valid,H6,40.0,Found,2000.0,35.30233,-117.46016999999999,ridgecrest,93516,CA
Cuddeback Dry Lake 005,5484,Valid,H5,35.0,Found,2000.0,35.31232,-117.45315,ridgecrest,93516,CA
Cuddeback Dry Lake 006,5485,Valid,H6,0.5,Found,2000.0,35.31227,-117.453,ridgecrest,93516,CA
Cuddeback Dry Lake 007,5486,Valid,L4,96.7,Found,2000.0,35.3114,-117.45342,ridgecrest,93516,CA
Cuddeback Dry Lake 008,5487,Valid,L6,18.02,Found,2000.0,35.28333,-117.48333000000001,ridgecrest,93516,CA
Cuddeback Dry Lake 009,5488,Valid,H5,19.0,Found,2000.0,35.318329999999996,-117.46667,ridgecrest,93516,CA
Cuddeback Dry Lake 010,5489,Valid,L5,10.5,Found,2000.0,35.3112,-117.45465,ridgecrest,93516,CA
Cuddeback Dry Lake 011,5490,Valid,L6,10.69,Found,2000.0,35.2758,-117.47877,ridgecrest,93516,CA
Cuddeback Dry Lake 012,5491,Valid,H5,0.72,Found,2002.0,35.31217,-117.453,ridgecrest,93516,CA
Cuddeback Dry Lake 013,52974,Valid,H4,1.6,Found,2008.0,35.31218,-117.45303,ridgecrest,93516,CA
Cuddeback Dry Lake 017,52978,Valid,H6,23.1,Found,2008.0,35.28528,-117.48305,ridgecrest,93516,CA
Cuddeback Dry Lake 018,52979,Valid,H4,8.5,Found,2008.0,35.28638,-117.48305,ridgecrest,93516,CA
Cuddeback Dry Lake 019,52980,Valid,L6,10.1,Found,2008.0,35.30455,-117.45817,ridgecrest,93516,CA
Cuddeback Dry Lake 021,51573,Valid,L6,31.72,Found,2004.0,35.3,-117.4605,ridgecrest,93516,CA
Cuddeback Dry Lake 023,52856,Valid,H5,123.0,Found,1986.0,35.3248,-117.47983,ridgecrest,93555,CA
Cuddeback Dry Lake 028,52967,Valid,L5,19.5,Found,2008.0,35.296,-117.472,ridgecrest,93516,CA
Cuddeback Dry Lake 029,52968,Valid,H4,22.2,Found,2008.0,35.296,-117.472,ridgecrest,93516,CA
Cuero,5493,Valid,H5,46500.0,Found,1936.0,29.01667,-97.28333,victoria,77954,TX
Culbertson,5494,Valid,H4,5900.0,Found,1913.0,40.23333,-100.83333,north platte,69024,NE
Cullison,5495,Valid,H4,10000.0,Found,1911.0,37.61667,-98.91667,great bend,67124,KS
Cushing,5499,Valid,H4,567.0,Found,1932.0,35.96667,-96.76666999999999,stillwater,74023,OK
Dale Dry Lake,5505,Valid,L3.7,300.0,Found,1957.0,34.08333,-115.78333,twentynine palms,92241,CA
Dalhart,5508,Valid,H5,4400.0,Found,1968.0,36.04333,-102.40833,dumas,79044,TX
Danby Dry Lake,5510,Valid,H6,8991.0,Found,2000.0,34.216667,-115.05,blythe,92280,CA
Davy (a),6616,Valid,L4,50600.0,Found,1940.0,29.1,-97.6,seguin,78159,TX
Davy (b),6617,Valid,H4,3770.0,Found,1981.0,29.008329999999997,-97.70555999999999,beeville,78151,TX
Dawn (a),6618,Valid,H6,7682.0,Found,1981.0,34.86,-102.12,canyon,79015,TX
Dawn (b),6619,Valid,H4/5,257.6,Found,1981.0,34.86,-102.12,canyon,79015,TX
De Kalb,6623,Valid,H,566.0,Found,1969.0,39.59167,-94.92194,saint joseph,64440,MO
De Nova,6624,Valid,L6,12700.0,Found,1940.0,39.85,-102.95,sterling,80812,CO
Del Rio,6639,Valid,"Iron, IIF",3596.0,Found,1965.0,29.366670000000003,-100.96667,del rio,78843,TX
Delaware,6640,Valid,L4,8346.0,Found,1972.0,35.28333,-93.5,russellville,72851,AR
Delphos (a),6645,Valid,L4,1244.7,Found,1968.0,34.08333,-103.525,portales,88130,NM
Delphos (b),6646,Valid,OC,548.0,Found,1968.0,34.09,-103.61166999999999,portales,88118,NM
Delphos (c),6647,Valid,L5,885.0,Found,1977.0,34.05,-103.63333,portales,88118,NM
Delphos (d),6648,Valid,H5,276.0,Found,1969.0,34.05,-103.55,portales,88130,NM
Deming,55792,Valid,H5,784.0,Found,2009.0,32.22548,-107.90458999999998,deming,88030,NM
Densmore (1950),6657,Valid,H6,11300.0,Found,1950.0,39.56583,-99.64721999999999,hays,67646,KS
Denver City,6661,Valid,"Iron, ungrouped",26100.0,Found,1975.0,33.07139,-102.80028,hobbs,79323,TX
Deport,6662,Valid,"Iron, IAB-sLL",15000.0,Found,1926.0,33.51667,-95.3,paris,75435,TX
Deport (a),6663,Valid,H4,604.0,Found,1944.0,33.51667,-95.3,paris,75435,TX
Desert Willow,48655,Valid,H4/5,11.3,Found,2007.0,32.319,-111.077,flowing wells,85741,AZ
Devil Peak,6695,Valid,L6,34.7,Found,1999.0,35.65917,-115.37283000000001,spring valley,89019,NV
Diablo Pass,35516,Valid,L6,246.6,Found,2004.0,33.66348,-114.29207,blythe,85328,AZ
Dimmitt,7645,Valid,H3.7,200000.0,Found,1942.0,34.58333,-102.16667,hereford,79063,TX
Dimmitt (b),7646,Valid,OC,2800.0,Found,1981.0,34.48333,-102.32833000000001,hereford,79027,TX
Dispatch,7648,Valid,H,220.0,Found,1956.0,39.5,-98.53333,hays,67437,KS
Dix,7651,Valid,L6,44000.0,Found,1927.0,41.23333,-103.48333000000001,scottsbluff,69133,NE
Dora (pallasite),7712,Valid,"Pallasite, PMG",7600.0,Found,1955.0,33.92667,-103.955,portales,88116,NM
Dora (stone),7713,Valid,OC,1570.0,Found,1970.0,33.92333,-103.35,portales,88132,NM
Dos Cabezas,7721,Valid,L5,755.0,Found,1998.0,32.295,-109.67,safford,85643,AZ
Dougherty,7724,Valid,L6,1113.0,Found,2002.0,33.97917,-101.2,plainview,79235,TX
Drayton,7729,Valid,H4/5,2350.0,Found,1982.0,48.66667,-97.11667,grafton,58225,ND
Dresden (Kansas),7730,Valid,H5,6760.0,Found,1953.0,39.61667,-100.46306,hays,67635,KS
Drum Mountains,7733,Valid,"Iron, IIIAB",529000.0,Found,1944.0,39.5,-112.9,tooele,84635,UT
Dry Lake Valley,7734,Valid,L6,3.5,Found,2000.0,37.72683,-114.7865,saint george,89017,NV
Duchesne,7737,Valid,"Iron, IVA",22700.0,Found,1906.0,40.38333,-110.86667,springville,84072,UT
Dumas (a),7741,Valid,H5,46050.0,Found,1956.0,35.9,-101.9,dumas,79029,TX
Dumas (b),7742,Valid,H6,2284.0,Found,1980.0,35.925,-101.895,dumas,79086,TX
Dumont,47341,Valid,"Iron, IVB",27420.0,Found,1994.0,33.81667,-100.51666999999999,snyder,79220,TX
Duncanville,7744,Valid,H,17800.0,Found,1961.0,32.63333,-96.86667,desoto,75115,TX
Dungannon,7747,Valid,"Iron, IAB-MG",13000.0,Found,1922.0,36.85,-82.45,bloomingdale,24245,VA
Dutch Flat,7753,Valid,"Iron, IIAB",48.8,Found,2002.0,34.48333,-113.91667,lake havasu city,86406,AZ
Dwight,7756,Valid,L6,4100.0,Found,1940.0,38.85,-96.58333,junction city,66849,KS
Eads,7759,Valid,H4,4860.0,Found,1975.0,38.47,-102.82667,lamar,81036,CO
Edmond,7767,Valid,H6,4000.0,Found,1983.0,39.76667,-99.91667,lexington,67645,KS
Edmonson (a),7768,Valid,L6,12000.0,Found,1955.0,34.28333,-101.83333,plainview,79052,TX
Edmonson (b),7769,Valid,H4,14402.0,Found,1981.0,34.28333,-101.83333,plainview,79052,TX
Edmonton (Kentucky),7771,Valid,"Iron, IAB-sLM",10200.0,Found,1942.0,37.03333,-85.63333,glasgow,42129,KY
El Mirage,7809,Valid,"Iron, IIAB",598.0,Found,1972.0,33.68333,-112.26666999999999,sun city west,85373,AZ
El Mirage Dry Lake 001,7810,Valid,H5,1.5,Found,2000.0,34.65433,-117.59638000000001,adelanto,92301,CA
El Mirage Dry Lake 002,7811,Valid,H4,13.0,Found,2001.0,34.64667,-117.58108,adelanto,92301,CA
El Mirage Dry Lake 003,53845,Valid,H6,6.9,Found,2010.0,34.63432,-117.56217,adelanto,92301,CA
El Mirage Dry Lake 004,54570,Valid,LL6,271.0,Found,2011.0,34.65783,-117.59891999999999,adelanto,92301,CA
El Paso,7812,Valid,LL4,276.0,Found,1950.0,31.78333,-106.23333000000001,socorro,79936,TX
El Rancho Grande,7816,Valid,Pallasite,40.7,Found,1954.0,37.0,-105.0,trinidad,81091,CO
Elba,7821,Valid,H5,4175.0,Found,1966.0,39.83333,-103.21667,fort morgan,80801,CO
Elida (a),10014,Valid,L6,936.8,Found,1968.0,33.78333,-103.57667,portales,88116,NM
Elida (b),10015,Valid,OC,537.8,Found,1968.0,33.91667,-103.51833,portales,88116,NM
Elida (c),10016,Valid,H5,385.5,Found,1968.0,33.79,-103.56333000000001,portales,88116,NM
Elkhart,10017,Valid,H5,573.0,Found,1936.0,37.01667,-101.88333,guymon,67954,KS
Ellicott,10021,Valid,"Iron, IAB-ung",15700.0,Found,1960.0,38.80778,-104.56944,cimarron hills,80925,CO
Ellis County,10022,Valid,H6,4692.0,Found,1948.0,38.78333,-99.33333,hays,67601,KS
Elm Creek,10024,Valid,H4,7000.0,Found,1906.0,38.5,-96.2,emporia,66835,KS
Elton,10029,Valid,"Iron, ungrouped",1900.0,Found,1936.0,33.71667,-100.83333,plainview,79229,TX
Elyria,10030,Valid,"Iron, IIIAB",10900.0,Found,1971.0,38.28,-97.365,newton,67428,KS
Emery,10031,Valid,Mesosiderite-A3,16700.0,Found,1962.0,43.56333,-97.58333,mitchell,57319,SD
Enigma,10036,Valid,H4,94.0,Found,1967.0,31.33333,-82.31667,waycross,31501,GA
Erie,10045,Valid,L6,3300.0,Found,1965.0,40.03167,-105.05667,erie,80026,CO
Essex,10056,Valid,H5,5000.0,Found,2002.0,34.611670000000004,-115.03333,bullhead city,92280,CA
Etter,10062,Valid,L5,450000.0,Found,1965.0,35.98333,-101.9,dumas,79029,TX
Euclid,10063,Valid,H5,2500.0,Found,1970.0,47.95833,-96.7,grand forks,56722,MN
Eunice,10064,Valid,H5,2300.0,Found,1961.0,34.47,-101.75833,plainview,79052,TX
Eustis,10065,Valid,H4,502.0,Found,1918.0,28.83333,-81.68333,eustis,32726,FL
Eva,10066,Valid,H5,6700.0,Found,1965.0,36.81667,-101.90833,guymon,73939,OK
Fairburn,56565,Valid,"Iron, IAB-ung",445.0,Found,1907.0,43.603,-103.026,rapid valley,57738,SD
Fairfield,10069,Valid,"Iron, IAB-MG",1600.0,Found,1974.0,39.33333,-84.6,fairfield,45014,OH
Fairview,10070,Valid,"Iron, IIIAB",28800.0,Found,1986.0,34.10139,-102.65,levelland,79371,TX
Faith,10071,Valid,H5,105000.0,Found,1952.0,45.33333,-102.08333,rapid valley,57644,SD
Falsey Draw,10072,Valid,L6,4180.0,Found,1995.0,33.84333,-103.93666999999999,portales,88116,NM
Farley,10073,Valid,H5,19400.0,Found,1936.0,36.33333,-104.05,raton,88422,NM
Farnum,10076,Valid,L5,4200.0,Found,1937.0,40.25,-100.23333000000001,lexington,69020,NE
Faucett,10077,Valid,H5,100000.0,Found,1966.0,39.61667,-94.86667,saint joseph,64448,MO
Felt,10083,Valid,H6,5400.0,Found,1970.0,36.55,-102.78333,dumas,73937,OK
Felt (b),10084,Valid,L3.5-5,5590.0,Found,1990.0,36.58333,-102.7,dumas,73937,OK
Ferguson Switch,10089,Valid,H5,1700.0,Found,1937.0,34.0,-101.5,plainview,79250,TX
Fife,30563,Valid,H5,8600.0,Found,2003.0,31.38972,-99.40583000000001,brownwood,76852,TX
Finney,10104,Valid,L5,10700.0,Found,1962.0,34.26667,-101.56667,plainview,79052,TX
Finney (c),10105,Valid,OC,492.0,Found,1978.0,34.29833,-101.68333,plainview,79052,TX
Fish Canyon,10106,Valid,"Iron, IAB complex",27.3,Found,1992.0,31.735,-110.75333,green valley,85637,AZ
Fitzwater Pass,51738,Valid,"Iron, IIIF",65.4,Found,1974.0,42.03839,-120.58941999999999,altamont,97635,OR
Flagg,10108,Valid,L5,7000.0,Found,1954.0,34.43333,-102.51666999999999,hereford,79027,TX
Flagler,30564,Valid,H3.8,4100.0,Found,1972.0,39.23,-102.99,lamar,80815,CO
Flandreau,10109,Valid,H5,21360.0,Found,1983.0,44.04833,-96.59167,brookings,57024,SD
Fleming,10110,Valid,H3.7,1750.0,Found,1940.0,40.68333,-102.81667,sterling,80728,CO
Florey,10112,Valid,H6,110800.0,Found,1978.0,32.5225,-102.705,andrews,79360,TX
Floyd,10113,Valid,L4,13000.0,Found,1966.0,34.193329999999996,-103.575,portales,88118,NM
Floydada,10114,Valid,"Iron, IIIAB",12500.0,Found,1912.0,33.98333,-101.28333,plainview,79235,TX
Floydada (b),10115,Valid,H5,6266.0,Found,1999.0,33.98333,-101.33333,plainview,79235,TX
Fluvanna (a),10116,Valid,L5,9500.0,Found,1967.0,32.8,-101.11667,snyder,79517,TX
Fluvanna (b),10117,Valid,H6,4110.0,Found,1976.0,32.90333,-101.16278,snyder,79517,TX
Forestburg (a),10121,Valid,L4,26100.0,Found,1957.0,33.50667,-97.65139,gainesville,76239,TX
Forestburg (b),10122,Valid,L5,26600.0,Found,1957.0,33.49556,-97.58861,gainesville,76239,TX
Foster,10170,Valid,H4,1992.0,Found,1975.0,33.1,-102.26666999999999,brownfield,79316,TX
Fountain Hills,30565,Valid,CBa,60.0,Found,2002.0,33.61,-111.72,fountain hills,85268,AZ
Four Corners,10172,Valid,"Iron, IAB-ung",25000.0,Found,1924.0,37.0,-109.05,cortez,87420,NM
Franconia,10174,Valid,H5,100000.0,Found,2002.0,34.71637,-114.22197,lake havasu city,86404,AZ
Frankel City,10175,Valid,L6,4700.0,Found,1977.0,32.33333,-102.745,andrews,79714,TX
Franklin,10178,Valid,H5,9062.0,Found,1921.0,36.71667,-86.56667,portland,42134,KY
Freda,10180,Valid,"Iron, IAB-sLH",268.0,Found,1919.0,46.38333,-101.23333000000001,mandan,58535,ND
Fremont Butte,10181,Valid,L4,6647.0,Found,1963.0,38.5,-105.5,canon city,81212,CO
Friona,10184,Valid,L5,21900.0,Found,1981.0,34.54,-102.56833,hereford,79085,TX
Gahanna,10842,Valid,"Iron, IAB-MG",1201.0,Found,1950.0,40.01667,-82.86667,gahanna,43230,OH
Gail,10843,Valid,H4,4650.0,Found,1948.0,32.7,-101.6,lamesa,79738,TX
Gaines County Park,10844,Valid,H5,13700.0,Found,1977.0,32.83333,-102.73333000000001,hobbs,79360,TX
Galatia,10847,Valid,L6,23900.0,Found,1971.0,38.64167,-98.88333,great bend,67564,KS
Galleta Flat,52414,Valid,H4,392.0,Found,2009.0,32.00415,-110.37503000000001,sierra vista,85602,AZ
Garnett,10862,Valid,H4,4788.0,Found,1938.0,38.26667,-95.25,ottawa,66032,KS
Garrison,10864,Valid,H5,5116.0,Found,1969.0,33.86333,-103.34666999999999,portales,88132,NM
Gaylord,10868,Valid,H4,8480.0,Found,1983.0,39.61667,-98.7,hays,67474,KS
Georgetown,10904,Valid,H6,687.0,Found,1967.0,39.7,-105.7,golden,80452,CO
Gila Bend,30664,Valid,L5,3700.0,Found,2000.0,33.03333,-112.61667,buckeye,85326,AZ
Gladstone (stone),10921,Valid,H4,57300.0,Found,1936.0,36.3,-104.0,raton,88422,NM
Glasgow,10927,Valid,"Iron, IIIAB",20400.0,Found,1922.0,37.01667,-85.91667,glasgow,42127,KY
Glasston,10928,Valid,L5,1990.0,Found,1969.0,48.71667,-97.3,grafton,58238,ND
Glen Rose (iron),10932,Valid,"Iron, ungrouped",11000.0,Found,1934.0,32.25,-97.71667,cleburne,76077,TX
Gold Basin,10940,Valid,L4,61000.0,Found,1995.0,35.875,-114.23333000000001,boulder city,86444,AZ
Golden Mile,10941,Valid,H4,378.8,Found,2000.0,35.89,-114.16667,boulder city,86444,AZ
Golden Rule,10942,Valid,L5,797.6,Found,1999.0,35.873329999999996,-114.2,boulder city,86444,AZ
Goldstone Dry Lake,10943,Valid,H6,1.1,Found,1999.0,35.373329999999996,-116.90833,barstow,92310,CA
Gomez,10944,Valid,L6,47000.0,Found,1974.0,33.18139,-102.40139,brownfield,79316,TX
Goodland,10945,Valid,L4,3628.0,Found,1923.0,39.35,-101.66667,lamar,67735,KS
Goose Creek,10946,Valid,H5,2132.3,Found,1999.0,37.435,-98.31833,hutchinson,67159,KS
Goose Lake,10947,Valid,"Iron, IAB-sLL",1169500.0,Found,1938.0,41.98,-120.54167,altamont,97635,OR
Grady (1933),10951,Valid,L3-6,4230.0,Found,1933.0,34.8,-103.31667,clovis,88120,NM
Grady (1937),10952,Valid,H3.7,9300.0,Found,1937.0,34.8,-103.31667,clovis,88120,NM
Grady (c),10953,Valid,H4,5700.0,Found,1970.0,34.8,-103.31667,clovis,88120,NM
Granada Creek,10954,Valid,H,479.0,Found,1975.0,37.96667,-102.33333,lamar,81047,CO
Grandview,47730,Valid,L5,6400.0,Found,2008.0,32.788333,-101.938333,lamesa,79331,TX
Grant,10957,Valid,"Iron, IIIAB",525000.0,Found,1929.0,35.16667,-107.88333,grants,87020,NM
Grant County,10958,Valid,L6,2300.0,Found,1936.0,37.46667,-101.43333,liberal,67880,KS
Grassland,10959,Valid,L4,4400.0,Found,1964.0,33.11667,-101.58333,lamesa,79373,TX
Grayton,11177,Valid,H5,11300.0,Found,1983.0,30.31167,-86.16667,destin,32459,FL
Great Bend,11180,Valid,H6,28770.0,Found,1983.0,38.395,-98.91583,great bend,67511,KS
Greaterville,11193,Valid,L4,48.0,Found,1995.0,31.761670000000002,-110.75,green valley,85637,AZ
Greener Reservoir,30666,Valid,H4,45.0,Found,2004.0,39.49133,-112.942,tooele,84635,UT
Greenwell Springs,11195,Valid,LL4,664.0,Found,1987.0,30.515279999999997,-91.01222,denham springs,70819,LA
Gretna,11201,Valid,L5,82000.0,Found,1912.0,39.93333,-99.21667,kearney,67661,KS
Grier (a),11202,Valid,OC,12.4,Found,1969.0,34.38167,-103.39166999999999,clovis,88101,NM
Grier (b),11203,Valid,L5-7,929.4,Found,1969.0,34.26667,-103.38333,portales,88130,NM
Griffith,11204,Valid,"Iron, ungrouped",6000.0,Found,1985.0,33.71667,-102.81667,levelland,79346,TX
Griffith Wash,55289,Valid,L6,93.0,Found,2011.0,35.066390000000006,-114.0975,kingman,86413,AZ
Gruver,11428,Valid,H4,13100.0,Found,1934.0,36.33333,-101.4,guymon,79040,TX
Guadaloupe County,11430,Valid,Iron,20.5,Found,1950.0,29.5,-98.0,seguin,78124,TX
Guffey,11441,Valid,"Iron, ungrouped",309000.0,Found,1907.0,38.76667,-105.51666999999999,canon city,80820,CO
Guin,11445,Valid,"Iron, ungrouped",34500.0,Found,1969.0,33.96667,-87.91667,jasper,35563,AL
Gun Creek,11451,Valid,"Iron, ungrouped",22700.0,Found,1909.0,34.0,-111.0,payson,85541,AZ
Gunlock,11453,Valid,L3.2,6800.0,Found,1982.0,37.28333,-113.78333,saint george,84782,UT
Hale Center (no. 1),11477,Valid,L5,610.0,Found,1936.0,34.05,-101.75,plainview,79072,TX
Hale Center (no. 2),11478,Valid,H4,695.0,Found,1936.0,34.05,-101.75,plainview,79072,TX
Hamilton (Texas),11484,Valid,OC,2700.0,Found,1965.0,31.593329999999998,-98.25,gatesville,76565,TX
Hangman Crossing,11816,Valid,H4,1300.0,Found,1976.0,38.91972,-85.94722,seymour,47274,IN
Happy (a),11818,Valid,H3,2860.0,Found,1971.0,35.68,-101.99333,dumas,79058,TX
Happy (b),11819,Valid,OC,2505.0,Found,1972.0,34.59333,-101.99333,canyon,79063,TX
Happy (c),11820,Valid,OC,884.3,Found,1971.0,34.58333,-102.05,hereford,79063,TX
