name,id,nametype,recclass,mass,fall,year,reclat,reclong,city,zipcode,state
Happy Canyon,11821,Valid,EL6/7,16300.0,Found,1971.0,34.80167,-101.56667,canyon,79094,TX
Hardesty,11825,Valid,"Iron, IIIAB",8580.0,Found,1986.0,36.57,-101.19,guymon,73944,OK
Harding County,11826,Valid,L4,3075.0,Found,1941.0,45.5,-103.5,belle fourche,57720,SD
Hardtner,11827,Valid,L6,13000.0,Found,1972.0,37.06667,-98.66167,woodward,67057,KS
Hardwick,11828,Valid,L4,7800.0,Found,1937.0,43.8,-96.16667,brandon,56134,MN
Harlowton,11831,Valid,"Iron, IAB-ung",4000.0,Found,1975.0,46.43333,-109.83333,lewistown,59085,MT
Harper Dry Lake 001,11832,Valid,LL3,13.0,Found,1999.0,35.05102,-117.30672,barstow,92347,CA
Harper Dry Lake 002,11833,Valid,H6,12.0,Found,1999.0,35.050670000000004,-117.30095,barstow,92347,CA
Harper Dry Lake 003,11834,Valid,L6,95.0,Found,1999.0,35.0425,-117.30837,barstow,92347,CA
Harper Dry Lake 004,11835,Valid,LL3,37.0,Found,1999.0,35.05523,-117.30256999999999,barstow,92347,CA
Harper Dry Lake 005,11836,Valid,H6,24.0,Found,1999.0,35.05063,-117.30188000000001,barstow,92347,CA
Harper Dry Lake 006,11837,Valid,H6,26.0,Found,1999.0,35.04722,-117.30752,barstow,92347,CA
Harper Dry Lake 007,11838,Valid,H5,166.7,Found,2000.0,35.04953,-117.26357,barstow,92347,CA
Harper Dry Lake 008,11839,Valid,H6,12.5,Found,2000.0,35.05193,-117.26138,barstow,92347,CA
Harper Dry Lake 017,45964,Valid,H6,16.4,Found,2007.0,35.04102,-117.27465,barstow,92347,CA
Harper Dry Lake 018,52983,Valid,H6,39.7,Found,2007.0,35.0421,-117.27512,barstow,92347,CA
Harper Dry Lake 019,45965,Valid,L6,118.7,Found,2007.0,35.04015,-117.27283,barstow,92347,CA
Harper Dry Lake 029,52112,Valid,H6,11.56,Found,2008.0,35.04568,-117.26658,barstow,92347,CA
Harper Dry Lake 036,52853,Valid,L6,85.5,Found,2010.0,35.03333,-117.28333,barstow,92347,CA
Harriman (Of),11840,Valid,"Iron, IVA",30000.0,Found,1947.0,35.95,-84.56667,oak ridge,37748,TN
Harriman (Om),11841,Valid,"Iron, IIIAB",13000.0,Found,1938.0,35.95,-84.56667,oak ridge,37748,TN
Harrison Township,11843,Valid,L6,3263.0,Found,1945.0,38.33333,-101.71167,garden city,67879,KS
Harrisonville,11844,Valid,L6,46500.0,Found,1933.0,38.65,-94.33333,harrisonville,64701,MO
Hart,56555,Valid,CK3,966.0,Found,2010.0,34.377179999999996,-102.11672,plainview,79043,TX
Hart Camp,11846,Valid,H6,1200.0,Found,1970.0,33.998329999999996,-102.17667,levelland,79339,TX
Hartley,11847,Valid,L,2100.0,Found,1967.0,35.94167,-102.16,dumas,79018,TX
Hartsel,30725,Valid,H4,490.0,Found,2000.0,38.83333,-105.8,canon city,80449,CO
Haskell,11849,Valid,L5,36000.0,Found,1909.0,33.21333,-99.73167,abilene,79521,TX
Hasparos,11850,Valid,"Iron, IAB-MG",12880.0,Found,1935.0,34.0,-105.5,ruidoso,88318,NM
Hassayampa,11851,Valid,H4,16000.0,Found,1963.0,33.75,-112.66667,sun city west,85361,AZ
Hat Creek,11853,Valid,H4,8900.0,Found,1939.0,42.91667,-104.41667,torrington,82225,WY
Hatfield,11854,Valid,"Iron, IAB complex",21.0,Found,1941.0,34.48333,-94.45,fort smith,71937,AR
Haven,11858,Valid,H6,6100.0,Found,1950.0,37.96417,-97.75583,hutchinson,67020,KS
Haviland (a),11860,Valid,H5,1035.0,Found,1937.0,37.61667,-99.1,great bend,67059,KS
Haviland (b),11861,Valid,H5,2092.0,Found,1976.0,37.59667,-99.125,great bend,67059,KS
Hawk Springs,11862,Valid,H5,367.0,Found,1935.0,41.78333,-104.28333,torrington,82217,WY
Haxtun,11863,Valid,H/L4,15500.0,Found,1975.0,40.45667,-102.57834,sterling,80731,CO
Hayes Center,11865,Valid,L6,4500.0,Found,1941.0,40.51667,-101.03333,north platte,69032,NE
Hebron,11867,Valid,H6,21820.0,Found,1965.0,40.16667,-97.6,beatrice,68370,NE
Hereford,11876,Valid,OC,2276.0,Found,1970.0,33.795,-102.24167,levelland,79313,TX
Hesston,11879,Valid,L6,12900.0,Found,1951.0,38.11667,-97.43333,newton,67062,KS
Hill City,11886,Valid,"Iron, IVA",11700.0,Found,1947.0,39.36667,-99.85,hays,67642,KS
Hobbs,11891,Valid,H4,2300.0,Found,1933.0,32.73333,-103.1,hobbs,88242,NM
Hobbs (b),11892,Valid,H5,1600.0,Found,1933.0,32.73333,-103.1,hobbs,88242,NM
Holliday,11897,Valid,Iron,12.0,Found,1950.0,33.75,-98.83333,wichita falls,76366,TX
Holly,11898,Valid,H4,299.0,Found,1937.0,38.06667,-102.1,lamar,81047,CO
Holyoke,11900,Valid,H4,11200.0,Found,1933.0,40.56667,-102.3,sterling,80734,CO
Hope,11905,Valid,"Iron, IAB-MG",6800.0,Found,1955.0,33.68333,-93.6,hope,71835,AR
Horace,11908,Valid,H5,19700.0,Found,1940.0,38.35,-101.78333,lamar,67879,KS
Horse Creek,11910,Valid,"Iron, ungrouped",570.0,Found,1937.0,37.58333,-102.76666999999999,lamar,81073,CO
Hot Springs,11912,Valid,"Iron, IIIAB",4700.0,Found,1995.0,39.66667,-118.96667,fallon,89408,NV
Howe,11914,Valid,H5,8630.0,Found,1938.0,33.5,-96.6,sherman,75459,TX
Hualapai Wash,11917,Valid,L6,240.0,Found,2000.0,35.86333,-114.19333,boulder city,86444,AZ
Hualapai Wash 020,11918,Valid,H5,60.9,Found,2003.0,35.83833,-114.16617,kingman,86444,AZ
Hualapai Wash 021,11919,Valid,H4,20.5,Found,1997.0,35.8895,-114.192,boulder city,86444,AZ
Hub,11921,Valid,L5,6452.0,Found,1991.0,34.54,-102.59433,hereford,79085,TX
Hueco Tanks,11923,Valid,L6,314.0,Found,1985.0,31.91667,-106.15,socorro,79916,TX
Hueco Tanks (b),11924,Valid,H5,150.0,Found,1985.0,31.91667,-106.15,socorro,79916,TX
Hugo (stone),11983,Valid,H5,80.0,Found,1936.0,39.13333,-103.48333000000001,fort morgan,80821,CO
Hugoton,11984,Valid,H5,350000.0,Found,1927.0,37.2,-101.35,liberal,67952,KS
Hunter,11987,Valid,LL5,74600.0,Found,1962.0,36.56,-97.66667,enid,74640,OK
Huntsman,11988,Valid,H4,14500.0,Found,1910.0,41.18333,-103.0,sterling,69162,NE
Hyattville,52755,Valid,L6,8911.0,Found,2008.0,44.338229999999996,-107.67405,worland,82432,WY
Idalia,11998,Valid,H,7400.0,Found,1968.0,39.695,-102.295,sterling,80824,CO
Ider,11999,Valid,"Iron, IIIAB",140000.0,Found,1957.0,34.68333,-85.65,fort payne,35981,AL
Imlay,52855,Valid,L5,770.0,Found,2009.0,40.74018,-118.17285,winnemucca,89418,NV
Imperial,12026,Valid,H4,4.0,Found,1908.0,32.86667,-115.58333,imperial,92249,CA
Indianola,12030,Valid,L5,4000.0,Found,1939.0,40.23333,-100.41667,lexington,69034,NE
Ingalls,12033,Valid,H6,226.0,Found,1937.0,37.83333,-100.45,dodge city,67853,KS
Inman,12036,Valid,L/LL3.4,7250.0,Found,1966.0,38.25,-97.66667,hutchinson,67546,KS
Ioka,12040,Valid,L3.5,31500.0,Found,1931.0,40.25,-110.08333,price,84007,UT
Jay Bird Springs,47731,Valid,Pallasite,292.0,Found,2003.0,32.133333,-82.983333,dublin,31037,GA
Jenkins,12080,Valid,"Iron, IAB-MG",55400.0,Found,1946.0,36.82444,-93.76111,republic,65769,MO
Jerome (Idaho),12082,Valid,L,6800.0,Found,1954.0,42.63333,-114.83333,jerome,83316,ID
Johannesburg,55765,Valid,H4,63.0,Found,2012.0,35.37788,-117.63728,ridgecrest,93555,CA
Johnson City,12197,Valid,L6,10400.0,Found,1937.0,37.55,-101.68333,guymon,67855,KS
Jonah,12200,Valid,H5,1304.0,Found,1963.0,30.625,-97.53333,taylor,78634,TX
Julesburg,12208,Valid,L3.6,57900.0,Found,1983.0,39.975,-102.26666999999999,sterling,80755,CO
Junction,12212,Valid,L5,241.0,Found,1932.0,30.5,-99.83333,kerrville,76849,TX
Jungo 001,50762,Valid,L6,70.7,Found,2007.0,40.89055,-118.36278,winnemucca,89418,NV
Jungo 002,50763,Valid,H6,27.8,Found,2007.0,40.89805,-118.35388,winnemucca,89445,NV
Jungo 003,50764,Valid,H6,29.1,Found,2007.0,40.95805,-118.35305,winnemucca,89445,NV
Kackley,45966,Valid,H4,1368.0,Found,2006.0,39.71633,-97.8545,salina,66939,KS
Kaffir (a),12223,Valid,L5,1874.9,Found,1965.0,34.623329999999996,-101.91667,canyon,79088,TX
Kaffir (b),12224,Valid,H4,3500.0,Found,1966.0,34.67167,-101.815,canyon,79088,TX
Kaffir (c),12225,Valid,L6,7947.0,Found,1980.0,34.67167,-101.815,canyon,79088,TX
Kaffir (d),12226,Valid,L5,26760.0,Found,1981.0,34.67167,-101.815,canyon,79088,TX
Kennard,12279,Valid,H5,8200.0,Found,1961.0,41.48333,-96.16667,omaha,68008,NE
Kalkaska,12234,Valid,"Iron, IIIAB",9399.0,Found,1947.0,44.64694,-85.13667,cadillac,49633,MI
Kalvesta,12237,Valid,H4,10000.0,Found,1968.0,38.08333,-100.25,dodge city,67835,KS
Kansas State University,30739,Valid,H4,301.0,Found,2004.0,39.27556,-96.25944,manhattan,66547,KS
Karval,12265,Valid,H5,1104.0,Found,1936.0,38.71667,-103.51666999999999,lamar,80823,CO
Kearney,12269,Valid,H5,10000.0,Found,1934.0,40.68333,-99.06667,kearney,68845,NE
Keen Mountain,12271,Valid,"Iron, IIAB",6690.0,Found,1950.0,37.21667,-82.0,bristol,24631,VA
Kelly,12273,Valid,LL4,44300.0,Found,1937.0,40.46667,-103.03333,sterling,80728,CO
Kenna,12277,Valid,Ureilite,10900.0,Found,1972.0,33.9,-103.55333,portales,88116,NM
Kenna (b),12278,Valid,L5,453.0,Found,1972.0,33.70833,-103.76666999999999,portales,88116,NM
Keyes,12287,Valid,L6,142000.0,Found,1939.0,36.71667,-102.5,dumas,73933,OK
Keystone Lake,57290,Valid,L5,787.0,Found,2003.0,36.28402,-96.43701,sand springs,74054,OK
Kimble County,12311,Valid,H6,153800.0,Found,1918.0,30.41667,-99.4,kerrville,78618,TX
King Tut,12315,Valid,L5,19.51,Found,1997.0,35.92333,-114.10167,boulder city,86444,AZ
Kingfisher,12317,Valid,L5,8180.0,Found,1950.0,35.83333,-97.93333,el reno,73762,OK
Klamath Falls,12330,Valid,"Iron, IIIF",17000.0,Found,1952.0,42.16667,-121.85,klamath falls,97603,OR
Kossuth,12350,Valid,"Iron, IVA",5900.0,Found,1975.0,40.66667,-84.35,wapakoneta,45887,OH
Kramer Creek,12354,Valid,L4,2300.0,Found,1966.0,38.3925,-104.17667,pueblo,81025,CO
Kress (a),12358,Valid,L6,12500.0,Found,1951.0,34.35833,-101.73,plainview,79052,TX
Kress (b),12359,Valid,L4,2600.0,Found,1966.0,34.35833,-101.73,plainview,79052,TX
Kress (c),12360,Valid,L6,5600.0,Found,1978.0,34.33833,-101.71667,plainview,79052,TX
Kress (d),12361,Valid,H5,57.0,Found,1994.0,34.38333,-101.71667,plainview,79052,TX
Krider,12362,Valid,H6,2386.0,Found,1978.0,34.46667,-103.92166999999999,portales,88134,NM
Kyle,12389,Valid,L6,7780.0,Found,1965.0,29.975,-97.86667,kyle,78640,TX
La Lande,12400,Valid,L5,30000.0,Found,1933.0,34.45,-104.13333,tucumcari,88119,NM
La Luz,48962,Valid,H4,4798.0,Found,2005.0,33.00383,-105.85083,alamogordo,88337,NM
La Villa,12405,Valid,H4,19800.0,Found,1956.0,26.27167,-97.90167,mercedes,78570,TX
Ladder Creek,12410,Valid,L6,35100.0,Found,1937.0,38.61667,-101.63333,garden city,67879,KS
Lafayette (stone),12412,Valid,Martian (nakhlite),800.0,Found,1931.0,40.41667,-86.88333,lafayette,47901,IN
Lahoma,12432,Valid,L5,21800.0,Found,1963.0,36.38333,-98.08333,enid,73754,OK
Lake Murray,12446,Valid,"Iron, IIAB",270000.0,Found,1933.0,34.1,-97.0,ardmore,73453,OK
Laketon,12448,Valid,L6,3600.0,Found,1937.0,35.56667,-100.66667,pampa,79065,TX
Lakeview,12449,Valid,H4,1238.0,Found,1970.0,34.53333,-101.7,plainview,79088,TX
Lakewood,12450,Valid,L6,46500.0,Found,1955.0,32.62972,-104.35,artesia,88210,NM
Lamesa,12452,Valid,"Iron, IAB-sLM",16900.0,Found,1981.0,32.88333,-101.88333,lamesa,79351,TX
Lamont,12453,Valid,Mesosiderite,38690.0,Found,1940.0,38.07778,-96.02639,emporia,66852,KS
Landes,12457,Valid,"Iron, IAB-MG",69800.0,Found,1930.0,38.9,-79.18333,harrisonburg,26855,WV
Lanton,12463,Valid,"Iron, IIIAB",13780.0,Found,1932.0,36.53333,-91.8,west plains,65692,MO
Larned,50998,Valid,Aubrite-an,28100.0,Found,1977.0,38.1995,-99.162,great bend,67550,KS
Lasher Creek,12735,Valid,Iron,639.5,Found,1948.0,42.83333,-74.5,gloversville,12166,NY
Laughlin,53492,Valid,H5,10.0,Found,2008.0,35.16867,-114.455,bullhead city,86429,AZ
Lawrence,12744,Valid,L6,515.0,Found,1928.0,38.96667,-95.16667,lawrence,66044,KS
Lazbuddie,12746,Valid,LL5,8600.0,Found,1970.0,34.5,-102.75,clovis,79035,TX
Lea County 001,12750,Valid,H5,498.0,Found,1988.0,32.03333,-103.15,andrews,79745,TX
Lea County 002,12751,Valid,K3,11.0,Found,1988.0,32.03333,-103.16667,hobbs,79745,TX
Lea County 003,12752,Valid,H4,4.91,Found,1999.0,32.04333,-103.15333000000001,hobbs,79745,TX
Leander,12753,Valid,L4,760.0,Found,1940.0,30.6,-97.9,leander,78628,TX
Lemmon,12762,Valid,H5,6680.0,Found,1984.0,45.93333,-102.18333,dickinson,57638,SD
Leon,12764,Valid,H5,30000.0,Found,1943.0,37.66667,-96.76666999999999,el dorado,67074,KS
Leoville,12766,Valid,CV3,8100.0,Found,1961.0,39.63333,-100.46722,lexington,67635,KS
Leoville (b),12767,Valid,OC,2500.0,Found,1969.0,39.60833,-100.475,hays,67635,KS
Leslie,12771,Valid,H5,895.0,Found,1968.0,34.61139,-100.855,pampa,79239,TX
Lewiston,14643,Valid,H4,4416.0,Found,1983.0,34.00833,-103.60278000000001,portales,88116,NM
Lider (a),14648,Valid,L5,2160.0,Found,1972.0,34.655,-101.64,canyon,79088,TX
Lider (b),14649,Valid,H5,1800.0,Found,1972.0,34.655,-101.64,canyon,79088,TX
Lincoln County,14654,Valid,L6,4500.0,Found,1937.0,39.36667,-103.16667,fort morgan,80804,CO
Linwood,14657,Valid,"Iron, IAB-MG",46000.0,Found,1940.0,41.43333,-96.96667,columbus,68036,NE
Little Ash Creek,14662,Valid,L5,21.4,Found,2001.0,34.38667,-112.02833000000001,camp verde,86322,AZ
Little Harquahala Mountains,53484,Valid,H-melt rock,262.2,Found,2006.0,33.69177,-113.63611999999999,blythe,85348,AZ
Little River (a),14665,Valid,H6,4400.0,Found,1967.0,38.38333,-98.01666999999999,hutchinson,67457,KS
Little River (b),14666,Valid,H4/5,11700.0,Found,1965.0,38.44,-98.06667,hutchinson,67457,KS
Little Spring Creek,30743,Valid,H5,2950.0,Found,1937.0,37.68333,-105.7,alamosa,81146,CO
Littlerock,14667,Valid,H6,19050.0,Found,1979.0,34.51667,-117.98333000000001,palmdale,93552,CA
Livingston (Montana),14668,Valid,"Iron, IIIAB",1600.0,Found,1936.0,45.6,-110.58333,livingston,59047,MT
Livingston (Tennessee),14669,Valid,"Iron, IAB-ung",235.0,Found,1937.0,36.41667,-85.25,cookeville,38570,TN
Llano River,53635,Valid,"Iron, IIIAB",4318.0,Found,1975.0,30.522129999999997,-99.73698,kerrville,76849,TX
Lockney,14672,Valid,L6,824.0,Found,1944.0,34.15,-101.3,plainview,79241,TX
Logan,14677,Valid,H5,1315.0,Found,1918.0,36.58333,-100.2,woodward,79034,TX
Lombard,14679,Valid,"Iron, IIAB",7000.0,Found,1953.0,46.1,-111.4,belgrade,59643,MT
Lone Star,14682,Valid,H4,4300.0,Found,1965.0,34.25972,-101.40833,plainview,79241,TX
Lone Tree,14683,Valid,H4,20676.0,Found,1971.0,41.5,-91.47917,iowa city,52755,IA
Loomis,14698,Valid,L6,3020.0,Found,1933.0,40.46667,-99.5,lexington,68958,NE
Loop,14702,Valid,L6,5600.0,Found,1962.0,32.9,-102.28333,brownfield,79342,TX
Loop (b),14703,Valid,H,1600.0,Found,1964.0,32.99167,-102.38833000000001,brownfield,79342,TX
Loop (c),14704,Valid,OC,861.0,Found,1964.0,32.98333,-102.38833000000001,brownfield,79342,TX
Lorenzo,44717,Valid,L5,611.9,Found,1941.0,41.03333,-102.88333,sterling,80726,CO
Los Lunas,14707,Valid,H4,94.5,Found,1978.0,34.8125,-106.79167,los lunas,87031,NM
Lost Creek,14712,Valid,H3.8,4018.0,Found,1916.0,39.12417,-98.16778000000001,salina,67418,KS
Lost Draw,14713,Valid,OC,309.0,Found,1980.0,33.28944,-102.54306,brownfield,79376,TX
Lost Lake,14714,Valid,L6,11.0,Found,1931.0,37.65,-105.73333000000001,alamosa,81146,CO
Lubbock,14722,Valid,L5,1457.8,Found,1938.0,33.6,-101.73333000000001,lubbock,79366,TX
Lucerne Valley 001,14725,Valid,L6,15.8,Found,1963.0,34.5,-116.95,apple valley,92356,CA
Lucerne Valley 002,14726,Valid,LL4,5.8,Found,1963.0,34.5,-116.95,apple valley,92356,CA
Lucerne Valley 003,14727,Valid,H6,7.5,Found,1963.0,34.5,-116.95,apple valley,92356,CA
Lucerne Valley 004,14728,Valid,L6,37.4,Found,1963.0,34.5,-116.95,apple valley,92356,CA
Lucerne Valley 005,14729,Valid,L6,3.1,Found,1963.0,34.5,-116.95,apple valley,92356,CA
Lucerne Valley 006,14730,Valid,H4,26.9,Found,1963.0,34.5,-116.95,apple valley,92356,CA
Lucerne Valley 007,14731,Valid,OC,4.8,Found,1963.0,34.5,-116.95,apple valley,92356,CA
Lucerne Valley 008,14732,Valid,H4,2.0,Found,1964.0,34.5,-116.95,apple valley,92356,CA
Lucerne Valley 009,14733,Valid,H4,3.0,Found,1965.0,34.5,-116.95,apple valley,92356,CA
Lucerne Valley 010,14734,Valid,H4,6.4,Found,1965.0,34.5,-116.95,apple valley,92356,CA
Lucerne Valley 011,14735,Valid,L6,3.8,Found,1968.0,34.5,-116.95,apple valley,92356,CA
Lucerne Valley 012,14736,Valid,H6,1.2,Found,1968.0,34.5,-116.95,apple valley,92356,CA
Lucerne Valley 013,14737,Valid,L5,14.0,Found,1992.0,34.5,-116.95,apple valley,92356,CA
Lucerne Valley 014,14738,Valid,L5,3.4,Found,1998.0,34.501329999999996,-116.96467,apple valley,92356,CA
Lucerne Valley 015,14739,Valid,LL6,12.5,Found,1998.0,34.5095,-116.95583,apple valley,92356,CA
Lucerne Valley 016,14740,Valid,L5,4.1,Found,1998.0,34.5125,-116.95083000000001,apple valley,92356,CA
Lucerne Valley 017,14741,Valid,L6,12.8,Found,1999.0,34.5,-116.95,apple valley,92356,CA
Lucerne Valley 018,14742,Valid,H6,0.97,Found,2002.0,34.48793,-116.9488,apple valley,92356,CA
Lucerne Valley 019,14743,Valid,L6,3.91,Found,2002.0,34.48868,-116.94985,apple valley,92356,CA
Lucerne Valley 020,14744,Valid,H6,18.4,Found,2002.0,34.4918,-116.943,apple valley,92356,CA
Lucerne Valley 021,14745,Valid,H6,3.92,Found,2002.0,34.493120000000005,-116.94662,apple valley,92356,CA
Lucerne Valley 022,14746,Valid,LL4,16.49,Found,2002.0,34.49058,-116.95031999999999,apple valley,92356,CA
Lucerne Valley 023,14747,Valid,L6,7.56,Found,2002.0,34.49095,-116.95038000000001,apple valley,92356,CA
Lucerne Valley 024,14748,Valid,L6,2.71,Found,2003.0,34.49553,-116.9471,apple valley,92356,CA
Lucerne Valley 025,31364,Valid,H4,21.0,Found,2003.0,34.510870000000004,-116.93545,apple valley,92356,CA
Lucerne Valley 026,30746,Valid,L5,5.6,Found,2003.0,34.5001,-116.94216999999999,apple valley,92356,CA
Lucerne Valley 027,30747,Valid,L6,3.1,Found,2003.0,34.48715,-116.95336999999999,apple valley,92356,CA
Lucerne Valley 028,35466,Valid,CK4,3.0,Found,2003.0,34.4875,-116.95567,apple valley,92356,CA
Lucerne Valley 029,35467,Valid,CK4,10.1,Found,2003.0,34.487,-116.956,apple valley,92356,CA
Lucerne Valley 030,35468,Valid,CK4,4.12,Found,2004.0,34.48708,-116.95796999999999,apple valley,92356,CA
Lucerne Valley 031,35469,Valid,CK4,3.22,Found,2004.0,34.4871,-116.9578,apple valley,92356,CA
Lucerne Valley 032,35470,Valid,CK4,11.87,Found,2004.0,34.49015,-116.94985,apple valley,92356,CA
Lucerne Valley 035,35471,Valid,CK4,0.92,Found,2004.0,34.4868,-116.95837,apple valley,92356,CA
Lucerne Valley 036,35472,Valid,CK4,2.48,Found,2004.0,34.48793,-116.95638000000001,apple valley,92356,CA
Lucerne Valley 037,35473,Valid,CK4,0.9,Found,2004.0,34.48887,-116.95223,apple valley,92356,CA
Lucerne Valley 040,31365,Valid,L6,5.21,Found,2004.0,34.4921,-116.94308000000001,apple valley,92356,CA
Lucerne Valley 041,31366,Valid,L6,0.84,Found,2004.0,34.48975,-116.94277,apple valley,92356,CA
Lucerne Valley 042,31367,Valid,L6,2.17,Found,2004.0,34.48595,-116.9637,apple valley,92356,CA
Lucerne Valley 043,31368,Valid,L4,1.75,Found,2004.0,34.48457,-116.96255,apple valley,92356,CA
Lucerne Valley 044,31369,Valid,L6,106.22,Found,2004.0,34.48413,-116.96083,apple valley,92356,CA
Lucerne Valley 045,31370,Valid,L6,38.56,Found,2004.0,34.487,-116.96512,apple valley,92356,CA
Lucerne Valley 046,31371,Valid,L6,10.32,Found,2004.0,34.48742,-116.9735,apple valley,92356,CA
Lucerne Valley 047,31372,Valid,L6,30.43,Found,2004.0,34.486129999999996,-116.9739,apple valley,92356,CA
Lucerne Valley 048,31373,Valid,H4,2.29,Found,2004.0,34.486670000000004,-116.95833,apple valley,92356,CA
Lucerne Valley 049,30748,Valid,L6,9.2,Found,2004.0,34.48472,-116.96106999999999,apple valley,92356,CA
Lucerne Valley 050,32766,Valid,H4,6.85,Found,2005.0,34.48728,-116.95833,apple valley,92356,CA
Lucerne Valley 051,44718,Valid,L5,6.0,Found,2003.0,34.525,-116.95333000000001,apple valley,92356,CA
Lucerne Valley 057,45967,Valid,L6,13.15,Found,2005.0,34.486,-116.97275,apple valley,92356,CA
Lucerne Valley 058,45968,Valid,L6,0.85,Found,2006.0,34.51092,-116.93961999999999,apple valley,92356,CA
Lucerne Valley 089,52460,Valid,L5,2.6,Found,2007.0,34.48972,-116.98128,apple valley,92356,CA
Lucerne Valley 090,52461,Valid,L5,30.7,Found,2007.0,34.48823,-116.97797,apple valley,92356,CA
Lucerne Valley 091,52462,Valid,H4,12.7,Found,2007.0,34.48075,-116.9788,apple valley,92356,CA
Lucerne Valley 092,52463,Valid,H5,0.6,Found,2007.0,34.48148,-116.95325,apple valley,92356,CA
Lucerne Valley 093,52464,Valid,L6,3.93,Found,2007.0,34.4887,-116.9788,apple valley,92356,CA
Lucerne Valley 094,52526,Valid,CK5,3.5,Found,2008.0,34.487120000000004,-116.96146999999999,apple valley,92356,CA
Lucerne Valley 095,52527,Valid,CK5,1.1,Found,2008.0,34.48657,-116.9592,apple valley,92356,CA
Lucerne Valley 096,52528,Valid,L5,7.3,Found,2008.0,34.48662,-116.9564,apple valley,92356,CA
Lucerne Valley 097,52529,Valid,CK4,6.5,Found,2008.0,34.48565,-116.95673000000001,apple valley,92356,CA
Lucerne Valley 098,52530,Valid,CK4,1.5,Found,2008.0,34.48703,-116.95595,apple valley,92356,CA
Lucerne Valley 099,52531,Valid,CK5,3.2,Found,2008.0,34.48733,-116.96055,apple valley,92356,CA
Lucerne Valley 100,52532,Valid,CK5,0.8,Found,2008.0,34.48738,-116.96065,apple valley,92356,CA
Lucerne Valley 101,52533,Valid,CK4,4.0,Found,2008.0,34.48598,-116.95593000000001,apple valley,92356,CA
Lucerne Valley 120,52465,Valid,L6,43.1,Found,2010.0,34.48388,-116.9501,apple valley,92356,CA
Lueders,14750,Valid,"Iron, IAB-MG",35400.0,Found,1973.0,32.83611,-99.60417,abilene,79533,TX
Luray,14758,Valid,OC,861.0,Found,1976.0,39.11667,-98.68333,hays,67649,KS
Lushton,14760,Valid,L6,6700.0,Found,1914.0,40.74972,-97.74972,grand island,68371,NE
Lusk,14761,Valid,Iron,46.0,Found,1940.0,42.76667,-104.35,torrington,82242,WY
Macy,15378,Valid,L6,42000.0,Found,1984.0,34.21667,-103.91667,portales,88134,NM
Majuba,30752,Valid,L5,370.0,Found,1999.0,40.6265,-118.41033,winnemucca,89418,NV
Majuba 002,30753,Valid,H4,2420.0,Found,2003.0,40.62832,-118.4167,winnemucca,89418,NV
Majuba 003,30754,Valid,H4,1306.0,Found,2003.0,40.63078,-118.40918,winnemucca,89418,NV
Majuba 007,54684,Valid,H4,1823.3,Found,2007.0,40.61667,-118.38472,winnemucca,89418,NV
Mandalay Spring,57454,Valid,L6,2854.0,Found,2012.0,40.89201,-118.55318999999999,winnemucca,89418,NV
Mangum,55331,Valid,H4,750.0,Found,2008.0,34.849,-99.704,altus,73571,OK
Mapleton,15410,Valid,"Iron, IIIAB",49000.0,Found,1939.0,42.18333,-95.71667,storm lake,51034,IA
Marengo,15415,Valid,L6,68.0,Found,1991.0,42.291109999999996,-88.62556,harvard,61038,IL
Maricopa,15420,Valid,H,50.0,Found,1980.0,33.25,-112.05,phoenix,85226,AZ
Marion (Kansas),15425,Valid,L5,2890.0,Found,1955.0,38.36667,-97.03333,newton,66861,KS
Marlow,15428,Valid,L5,68000.0,Found,1936.0,34.6,-97.91667,duncan,73055,OK
Marsland,15434,Valid,H5,6850.0,Found,1933.0,42.45,-103.3,scottsbluff,69354,NE
Mayday,15448,Valid,H4,6900.0,Found,1955.0,39.47444,-96.925,junction city,67447,KS
Mayfield,15450,Valid,H4,38400.0,Found,1972.0,37.30833,-97.545,haysville,67103,KS
Mayodan,15452,Valid,"Iron, IIAB",15400.0,Found,1920.0,36.38333,-79.86667,eden,27025,NC
McAddo,15457,Valid,L6,1100.0,Found,1935.0,33.75,-100.93333,plainview,79243,TX
McCook,15459,Valid,L6,3602.0,Found,1965.0,40.02,-100.78333,north platte,67744,KS
McCracken,15460,Valid,H4/5,1530.0,Found,1980.0,38.525,-99.81,hays,67521,KS
McKenzie Draw (a),15461,Valid,H4,11800.0,Found,1989.0,32.925,-102.625,brownfield,79359,TX
McKenzie Draw (b),15462,Valid,H4,2990.0,Found,1989.0,32.925,-102.625,brownfield,79359,TX
McLean,15464,Valid,H6,4300.0,Found,1939.0,35.23333,-100.6,pampa,79057,TX
Meadow (a),15465,Valid,H5,1495.0,Found,1975.0,33.33139,-102.26889,brownfield,79345,TX
Meadow (b),15466,Valid,L6,691.0,Found,1981.0,33.33139,-102.26889,brownfield,79345,TX
Melrose (a),15475,Valid,L5,36400.0,Found,1933.0,34.38333,-103.61667,portales,88118,NM
Melrose (b),15476,Valid,Howardite,50.5,Found,1971.0,34.39833,-103.605,portales,88124,NM
Melvern Lake,15477,Valid,H5,7746.0,Found,1950.0,38.525,-95.78056,emporia,66523,KS
Mereta,15488,Valid,H4,1417.5,Found,1941.0,31.426109999999998,-100.13333,san angelo,76940,TX
